switch,arsenic,distance,assoc,education,distance100,education4
0,3.29,6.1360001564025906,1,0,0.06136000156402591,0
0,1.52,6.1360001564025906,1,5,0.06136000156402591,1
0,0.54,55.7830009460449,1,3,0.557830009460449,1
0,0.86,11.6079998016357,1,5,0.11607999801635699,1
1,2.3,19.712999343872102,0,0,0.19712999343872104,0
1,1.67,24.1749992370605,1,0,0.24174999237060502,0
0,2.3,3.71499991416931,1,5,0.037149999141693105,1
1,0.86,30.830999374389602,0,14,0.308309993743896,3
0,0.53,12.5640001296997,1,8,0.125640001296997,1
0,1.63,12.5640001296997,1,5,0.125640001296997,1
0,2.05,12.5640001296997,1,7,0.125640001296997,1
0,1.71,58.6510009765625,1,0,0.586510009765625,0
0,0.54,45.143001556396506,0,0,0.45143001556396506,0
1,1.47,6.32800006866455,0,2,0.0632800006866455,1
1,0.73,6.32800006866455,0,5,0.0632800006866455,1
1,0.61,6.32800006866455,0,12,0.0632800006866455,2
1,0.59,6.32800006866455,1,0,0.0632800006866455,0
1,0.86,24.132999420166,0,5,0.24132999420166001,1
0,3.53,94.3470001220703,1,5,0.943470001220703,1
0,3.68,76.4860000610352,0,5,0.764860000610352,1
0,0.93,57.2270011901855,0,6,0.572270011901855,1
0,0.58,45.6100006103516,0,12,0.456100006103516,2
1,1.22,43.3819999694824,0,2,0.433819999694824,1
0,1.24,6.3289999961853,0,16,0.063289999961853,3
0,0.59,23.0990009307861,1,0,0.230990009307861,0
0,1.67,16.3579998016357,0,0,0.163579998016357,0
0,1.16,25.711000442504897,1,10,0.25711000442504894,2
0,1.1,47.487998962402294,1,0,0.47487998962402295,0
0,0.72,3.40700006484985,0,3,0.0340700006484985,1
0,1.01,5.35799980163574,1,0,0.053579998016357405,0
0,1.08,62.50199890136721,1,2,0.6250199890136721,1
0,1.03,27.8700008392334,1,0,0.278700008392334,0
1,0.58,48.234001159668,1,2,0.48234001159668,1
0,0.51,31.7819995880127,1,14,0.317819995880127,3
1,0.64,3.25200009346008,1,7,0.0325200009346008,1
1,2.38,3.25200009346008,1,14,0.0325200009346008,3
0,1.53,3.25200009346008,1,5,0.0325200009346008,1
1,2.72,3.25200009346008,1,8,0.0325200009346008,1
1,3.84,3.25200009346008,0,0,0.0325200009346008,0
0,0.92,3.25200009346008,1,5,0.0325200009346008,1
0,0.64,3.25200009346008,1,0,0.0325200009346008,0
0,0.56,13.666999816894501,1,3,0.136669998168945,1
1,0.56,21.173999786377,1,0,0.21173999786376999,0
0,3.55,12.7790002822876,0,0,0.127790002822876,0
0,0.55,50.3660011291504,1,0,0.503660011291504,0
1,0.58,29.499000549316396,1,0,0.29499000549316395,0
0,0.57,34.3089981079102,0,0,0.343089981079102,0
0,0.53,4.875,1,0,0.04875,0
1,0.64,15.7910003662109,0,0,0.157910003662109,0
0,0.56,16.1350002288818,1,0,0.16135000228881802,0
0,0.71,7.17899990081787,1,0,0.0717899990081787,0
0,0.75,20.2040004730225,0,0,0.202040004730225,0
0,0.69,21.2639999389648,0,5,0.212639999389648,1
0,0.82,32.7970008850098,1,4,0.327970008850098,1
0,0.93,27.951000213623,0,3,0.27951000213623,1
0,0.52,33.5779991149902,1,0,0.335779991149902,0
1,0.57,14.8050003051758,0,3,0.148050003051758,1
0,0.69,11.1949996948242,0,0,0.111949996948242,0
0,0.51,10.2040004730225,0,5,0.102040004730225,1
1,0.82,21.1499996185303,1,4,0.211499996185303,1
1,0.7,15.828000068664599,0,5,0.158280000686646,1
1,0.96,8.56700038909912,1,12,0.08567000389099119,2
1,0.53,14.770999908447301,1,5,0.14770999908447302,1
0,0.72,38.8400001525879,1,5,0.388400001525879,1
0,0.68,33.208000183105504,1,5,0.332080001831055,1
0,0.81,7.53200006484985,1,5,0.0753200006484985,1
0,0.7,38.728000640869105,1,12,0.38728000640869104,2
1,1.04,4.12200021743774,1,3,0.0412200021743774,1
1,2.72,24.431999206543,1,6,0.24431999206543,1
1,1.24,24.358999252319304,1,4,0.24358999252319305,1
1,0.6,8.19600009918213,0,3,0.08196000099182131,1
1,0.71,3.9079999923706095,1,2,0.039079999923706095,1
0,2.66,9.00599956512451,0,5,0.0900599956512451,1
1,1.5,22.2210006713867,1,2,0.222210006713867,1
1,1.83,18.3390007019043,1,2,0.183390007019043,1
1,0.51,14.140000343322802,1,5,0.141400003433228,1
0,0.95,19.3969993591309,1,12,0.19396999359130898,2
0,0.61,25.007999420166,1,3,0.25007999420166,1
0,1.13,32.126998901367195,1,4,0.32126998901367193,1
1,3.26,18.4160003662109,0,4,0.184160003662109,1
1,1.17,16.636999130249,1,4,0.16636999130248997,1
1,0.68,22.9549999237061,1,3,0.22954999923706101,1
1,0.52,15.2950000762939,1,4,0.152950000762939,1
1,0.66,23.364000320434602,0,5,0.23364000320434603,1
0,0.51,47.0260009765625,0,5,0.470260009765625,1
0,1.21,36.108001708984396,0,4,0.36108001708984394,1
0,0.59,86.97899627685551,0,4,0.8697899627685551,1
1,0.99,38.903999328613295,0,0,0.389039993286133,0
1,0.66,19.3239994049072,1,9,0.19323999404907202,2
0,0.51,1.6460000276565598,1,12,0.0164600002765656,2
1,1.15,18.5930004119873,1,0,0.185930004119873,0
0,0.68,20.0510005950928,1,5,0.200510005950928,1
0,0.53,11.8299999237061,1,12,0.11829999923706101,2
0,0.63,33.304000854492195,1,5,0.33304000854492194,1
1,2.05,8.02099990844727,1,5,0.0802099990844727,1
0,0.73,19.8159999847412,0,0,0.198159999847412,0
0,0.91,21.267999649047898,1,4,0.21267999649047897,1
0,0.82,17.492000579834002,1,5,0.17492000579834002,1
0,0.67,29.7140007019043,1,4,0.29714000701904303,1
1,0.85,25.7859992980957,0,3,0.257859992980957,1
0,0.81,23.8950004577637,0,4,0.23895000457763702,1
0,0.59,11.581000328064,1,5,0.11581000328064,1
0,0.65,26.850000381469698,1,9,0.26850000381469696,2
0,0.53,13.578000068664599,1,14,0.13578000068664597,3
0,0.58,25.7000007629395,1,10,0.257000007629395,2
0,0.56,12.0699996948242,1,10,0.12069999694824199,2
0,0.95,7.6939997673034695,0,8,0.0769399976730347,1
0,0.61,22.155000686645497,0,8,0.22155000686645498,1
0,0.72,8.82800006866455,0,9,0.0882800006866455,2
1,0.7,19.6439990997314,1,12,0.196439990997314,2
0,0.58,36.3930015563965,0,9,0.363930015563965,2
0,1.03,39.058998107910206,1,8,0.39058998107910203,1
1,0.67,51.890998840332,0,0,0.51890998840332,0
1,0.57,30.5520000457764,0,8,0.305520000457764,1
0,0.85,34.3050003051758,1,6,0.34305000305175803,1
1,0.72,40.3930015563965,1,8,0.40393001556396496,1
1,0.78,16.8129997253418,1,8,0.168129997253418,1
0,0.52,26.1979999542236,0,10,0.261979999542236,2
0,0.54,11.6999998092651,1,5,0.11699999809265099,1
0,0.61,51.465999603271506,1,4,0.5146599960327151,1
1,1.1,131.77099609375,1,12,1.3177099609375,2
1,1.07,119.15899658203101,1,12,1.1915899658203102,2
1,0.65,128.785995483398,0,12,1.2878599548339802,2
1,1.25,101.017997741699,1,10,1.01017997741699,2
1,1.19,99.91400146484379,1,12,0.9991400146484379,2
0,1.21,90.45800018310551,1,5,0.9045800018310551,1
1,0.76,79.1959991455078,1,12,0.791959991455078,2
0,0.9,65.9599990844727,0,8,0.659599990844727,1
1,1.15,80.8939971923828,1,12,0.8089399719238279,2
0,0.58,50.529998779296896,0,4,0.5052999877929689,1
1,2.95,24.024999618530302,1,0,0.24024999618530302,0
1,2.71,81.9830017089844,0,3,0.819830017089844,1
0,0.96,71.0810012817383,1,8,0.710810012817383,1
1,2.34,83.43499755859379,0,8,0.8343499755859379,1
1,2.37,84.3030014038086,0,7,0.843030014038086,1
1,1.34,8.51399993896484,0,12,0.0851399993896484,2
1,3.16,122.85500335693399,0,3,1.22855003356934,1
0,1.4,23.0699996948242,1,5,0.230699996948242,1
1,3.18,114.65899658203101,0,8,1.14658996582031,1
0,2.95,126.31900024414101,0,0,1.26319000244141,0
0,3.27,136.210006713867,1,0,1.3621000671386698,0
0,1.93,155.419998168945,0,5,1.55419998168945,1
0,2.86,178.755996704102,1,5,1.7875599670410198,1
0,2.28,58.6479988098145,1,8,0.586479988098145,1
1,2.07,13.875,1,5,0.13875,1
1,3.5,25.882999420166,1,5,0.25882999420166003,1
1,4.54,30.6809997558594,0,5,0.306809997558594,1
1,3.92,36.0629997253418,1,8,0.360629997253418,1
1,1.65,28.1840000152588,1,7,0.281840000152588,1
1,2.07,47.8310012817383,1,0,0.478310012817383,0
1,2.97,25.7999992370605,0,12,0.257999992370605,2
1,3.91,49.1479988098145,1,9,0.491479988098145,2
1,3.29,48.209999084472706,1,4,0.48209999084472704,1
1,2.61,35.502998352050795,0,0,0.35502998352050796,0
1,2.63,38.4119987487793,0,3,0.38411998748779297,1
1,1.54,66.302001953125,1,5,0.66302001953125,1
1,2.61,54.683998107910206,1,5,0.546839981079102,1
1,0.9,18.0189990997314,1,8,0.180189990997314,1
1,2.44,44.1539993286133,1,2,0.441539993286133,1
1,2.72,47.4140014648438,1,6,0.474140014648438,1
1,3.86,33.4249992370605,0,4,0.334249992370605,1
1,1.26,55.576999664306605,1,12,0.555769996643066,2
1,3.98,33.1160011291504,1,8,0.33116001129150396,1
1,2.22,11.4490003585815,1,6,0.114490003585815,1
0,2.28,28.739000320434602,1,7,0.28739000320434605,1
1,1.62,23.2350006103516,1,12,0.23235000610351603,2
1,1.08,27.100000381469698,1,12,0.27100000381469697,2
1,1.78,23.8339996337891,1,12,0.23833999633789102,2
1,0.6,25.669000625610398,1,12,0.256690006256104,2
1,0.63,14.1660003662109,1,8,0.141660003662109,1
1,2.1,28.4799995422363,1,12,0.284799995422363,2
1,2.06,16.9650001525879,1,8,0.169650001525879,1
1,2.98,25.613000869751,1,0,0.25613000869751,0
1,2.12,35.8899993896484,0,14,0.358899993896484,3
1,1.71,13.298999786377001,0,8,0.13298999786377,1
1,2.44,25.6599998474121,1,8,0.25659999847412096,1
1,2.59,29.0219993591309,0,6,0.290219993591309,1
0,1.92,31.6299991607666,1,5,0.31629999160766603,1
1,1.92,23.9449996948242,0,5,0.239449996948242,1
1,0.83,55.832000732421896,1,5,0.5583200073242189,1
1,1.76,50.4500007629395,1,5,0.5045000076293951,1
1,1.84,57.4360008239746,1,4,0.574360008239746,1
1,2.14,89.26699829101558,1,0,0.8926699829101559,0
1,2.48,122.83699798584,1,0,1.2283699798584,0
0,1.7,144.634994506836,1,5,1.44634994506836,1
1,3.33,166.294006347656,0,0,1.6629400634765599,0
0,1.78,157.240005493164,0,5,1.5724000549316401,1
1,2.15,151.139007568359,1,0,1.51139007568359,0
1,1.36,157.932998657227,1,9,1.5793299865722699,2
1,1.95,165.998001098633,1,8,1.65998001098633,1
1,4.42,188.102005004883,1,5,1.88102005004883,1
1,1.39,174.514999389648,1,10,1.74514999389648,2
1,0.62,65.6999969482422,0,12,0.656999969482422,2
1,1.63,61.125,0,12,0.61125,2
0,0.86,25.2469997406006,0,12,0.252469997406006,2
0,0.92,2.2390000820159903,0,10,0.022390000820159902,2
0,0.51,25.5380001068115,1,8,0.255380001068115,1
0,1.96,9.402000427246099,1,12,0.09402000427246099,2
0,0.91,27.1940002441406,1,12,0.271940002441406,2
1,0.6,25.9039993286133,1,12,0.259039993286133,2
1,0.73,18.0149993896484,1,10,0.18014999389648398,2
1,0.63,9.060999870300302,1,4,0.09060999870300301,1
0,3.47,30.510000228881804,0,12,0.30510000228881806,2
1,1.19,51.273998260498,1,3,0.51273998260498,1
1,1.31,35.891998291015604,1,6,0.35891998291015603,1
1,0.9,42.5499992370605,1,5,0.425499992370605,1
1,2.39,30.1159992218018,0,12,0.301159992218018,2
1,2.31,27.8600006103516,0,12,0.27860000610351604,2
1,1.21,45.513999938964794,1,10,0.45513999938964794,2
1,1.06,42.5359992980957,0,4,0.42535999298095706,1
1,2.17,48.604000091552706,0,8,0.48604000091552707,1
1,1.82,43.731998443603494,0,12,0.4373199844360349,2
1,1.51,31.0890007019043,1,8,0.310890007019043,1
1,1.6,35.34299850463871,0,9,0.35342998504638706,2
1,0.85,32.101001739502,0,8,0.32101001739502005,1
1,1.44,30.4449996948242,0,4,0.304449996948242,1
1,1.64,43.076999664306605,1,10,0.43076999664306603,2
1,0.68,28.367000579834,0,8,0.28367000579834,1
1,1.68,28.742000579834,1,5,0.28742000579834,1
1,1.64,23.1310005187988,1,9,0.231310005187988,2
1,0.71,15.005000114440902,0,7,0.15005000114440903,1
1,1.31,45.064998626709006,1,0,0.4506499862670901,0
1,1.15,51.625,0,2,0.51625,1
1,1.03,8.55300045013428,1,8,0.0855300045013428,1
1,2.25,8.7170000076294,1,8,0.087170000076294,1
1,1.42,4.646999835968019,0,5,0.046469998359680194,1
0,0.62,20.063999176025398,1,4,0.200639991760254,1
1,3.04,18.216999053955103,0,5,0.18216999053955102,1
1,1.39,32.4039993286133,0,5,0.32403999328613303,1
0,0.52,48.390998840332,0,5,0.48390998840332,1
0,1.07,23.6480007171631,0,5,0.236480007171631,1
0,0.53,44.5839996337891,0,10,0.44583999633789095,2
1,0.87,21.961000442504897,1,5,0.21961000442504897,1
0,1.22,21.961000442504897,1,5,0.21961000442504897,1
0,0.91,14.0030002593994,1,5,0.140030002593994,1
0,0.65,34.4939994812012,1,12,0.344939994812012,2
0,2.19,67.2399978637695,1,15,0.6723999786376951,3
0,2.45,70.5380020141602,1,15,0.705380020141602,3
1,1.71,91.98300170898442,1,14,0.9198300170898441,3
1,2.89,35.57899856567379,1,5,0.3557899856567379,1
1,2.73,35.57899856567379,1,10,0.3557899856567379,2
1,1.55,4.41400003433228,1,0,0.0441400003433228,0
1,1.28,71.4079971313477,0,3,0.714079971313477,1
1,1.34,75.2330017089844,1,8,0.752330017089844,1
1,2.01,95.18099975585942,0,9,0.9518099975585942,2
0,2.29,102.113998413086,0,6,1.02113998413086,1
0,2.59,114.48699951171899,1,5,1.14486999511719,1
1,3.34,113.726997375488,0,16,1.13726997375488,3
1,2.76,123.79499816894501,0,8,1.2379499816894501,1
1,2.51,113.424003601074,1,6,1.13424003601074,1
1,2.42,143.070999145508,0,0,1.43070999145508,0
0,3.51,152.518997192383,0,5,1.5251899719238302,1
1,3.19,142.869003295898,0,6,1.42869003295898,1
1,2.58,134.600006103516,0,8,1.34600006103516,1
1,2.18,126.942001342773,1,5,1.26942001342773,1
1,4.51,118.81600189209,0,0,1.1881600189209,0
1,3.29,110.699996948242,0,5,1.10699996948242,1
1,3.31,89.19000244140629,0,5,0.8919000244140629,1
0,2.98,79.6750030517578,1,8,0.796750030517578,1
1,1.07,132.945999145508,1,6,1.3294599914550802,1
0,2.63,125.52400207519501,0,5,1.25524002075195,1
0,1.29,115.388999938965,0,5,1.15388999938965,1
1,3.38,99.02100372314449,1,6,0.9902100372314449,1
1,0.83,117.01000213622999,1,5,1.1701000213622998,1
1,2.56,75.6060028076172,1,5,0.756060028076172,1
0,0.56,69.7829971313477,0,9,0.697829971313477,2
0,1.59,52.181999206543,0,5,0.52181999206543,1
0,2.87,134.09899902343798,1,9,1.3409899902343798,2
0,1.11,95.4670028686523,1,8,0.9546700286865231,1
0,1.09,64.9980010986328,0,8,0.649980010986328,1
0,2.89,43.5979995727539,1,5,0.435979995727539,1
0,0.67,33.7089996337891,1,4,0.337089996337891,1
0,1.08,20.0090007781982,1,0,0.200090007781982,0
0,1.71,22.6200008392334,1,5,0.22620000839233398,1
0,2.83,106.488998413086,0,0,1.06488998413086,0
1,2.59,137.815994262695,0,5,1.37815994262695,1
1,2.2,155.507995605469,0,12,1.55507995605469,2
1,2.04,152.160995483398,0,12,1.52160995483398,2
0,1.78,202.134002685547,0,0,2.0213400268554698,0
0,1.94,170.427993774414,0,4,1.70427993774414,1
0,1.36,120.763999938965,1,5,1.20763999938965,1
1,3.25,131.179000854492,0,4,1.31179000854492,1
0,1.38,72.359001159668,0,4,0.72359001159668,1
1,1.51,50.5830001831055,1,4,0.505830001831055,1
0,0.84,75.36900329589841,0,8,0.7536900329589841,1
0,0.98,79.36000061035159,0,5,0.7936000061035159,1
0,0.9,93.58599853515629,1,5,0.9358599853515629,1
0,1.32,80.1839981079102,1,6,0.801839981079102,1
0,1.59,82.6709976196289,1,5,0.826709976196289,1
0,3.07,70.7779998779297,0,10,0.707779998779297,2
0,0.85,34.509998321533196,0,10,0.345099983215332,2
0,1.29,56.734001159668,1,5,0.56734001159668,1
0,2.53,49.620998382568395,0,5,0.49620998382568393,1
0,1.53,73.9049987792969,1,0,0.739049987792969,0
0,1.75,68.7809982299805,1,0,0.687809982299805,0
0,1.11,52.92900085449221,1,5,0.5292900085449221,1
1,3.27,134.875,1,0,1.34875,0
0,2.43,150.19299316406298,1,2,1.5019299316406298,1
0,1.57,138.024002075195,0,5,1.38024002075195,1
0,2.22,119.65299987792999,1,5,1.1965299987792999,1
0,2.95,112.577003479004,1,0,1.1257700347900401,0
0,1.59,17.4179992675781,0,0,0.174179992675781,0
0,2.54,28.712999343872102,1,5,0.28712999343872103,1
0,1.06,38.2239990234375,1,5,0.382239990234375,1
1,0.79,39.675998687744105,0,0,0.3967599868774411,0
1,2.41,13.2659997940063,1,0,0.132659997940063,0
0,1.23,19.090999603271502,1,0,0.19090999603271502,0
0,1.79,19.743999481201197,1,0,0.19743999481201197,0
0,2.56,77.4390029907227,1,4,0.7743900299072269,1
1,2.6,132.36999511718798,1,0,1.3236999511718799,0
0,3.01,67.07399749755861,1,0,0.6707399749755861,0
0,2.88,38.8520011901855,1,5,0.388520011901855,1
0,2.7,16.781000137329098,0,5,0.16781000137329097,1
0,3.66,28.763000488281303,1,0,0.28763000488281304,0
0,0.93,14.2430000305176,1,6,0.142430000305176,1
0,1.17,32.9560012817383,1,5,0.329560012817383,1
0,4.46,38.95399856567379,1,5,0.3895399856567379,1
0,2.11,67.38400268554689,1,5,0.6738400268554688,1
0,3.17,82.802001953125,1,0,0.82802001953125,0
0,3.65,104.232002258301,1,5,1.04232002258301,1
0,1.8,54.15299987792971,1,5,0.5415299987792971,1
0,5.6,53.2130012512207,1,0,0.532130012512207,0
0,4.18,31.6650009155273,1,5,0.316650009155273,1
1,4.78,45.944000244140604,0,5,0.45944000244140604,1
1,4.07,37.3860015869141,0,5,0.37386001586914097,1
1,4.74,14.626999855041499,0,5,0.14626999855041498,1
1,4.81,27.600999832153303,0,10,0.276009998321533,2
1,4.65,35.8839988708496,1,10,0.35883998870849604,2
1,1.53,52.1920013427734,0,5,0.521920013427734,1
1,2.7,31.621000289917003,0,5,0.31621000289917,1
1,3.89,82.3820037841797,1,0,0.823820037841797,0
0,3.44,97.4029998779297,0,5,0.974029998779297,1
0,2.74,124.050003051758,1,0,1.24050003051758,0
0,3.21,126.800003051758,1,5,1.26800003051758,1
1,3.17,117.89900207519501,1,5,1.1789900207519501,1
0,1.29,115.01300048828101,1,5,1.15013000488281,1
0,5.81,9.37199974060059,1,0,0.0937199974060059,0
1,4.83,50.59700012207029,1,5,0.5059700012207029,1
1,4.48,17.3320007324219,1,5,0.173320007324219,1
1,4.2,32.4249992370605,1,0,0.324249992370605,0
1,1.93,62.1949996948242,1,5,0.6219499969482419,1
1,0.83,108.349998474121,1,5,1.08349998474121,1
1,3.86,67.1169967651367,1,0,0.671169967651367,0
1,4.39,66.4980010986328,1,5,0.664980010986328,1
1,3.57,52.7919998168945,1,5,0.5279199981689451,1
0,3.32,72.0979995727539,1,5,0.720979995727539,1
1,3.07,92.988998413086,1,5,0.92988998413086,1
1,4.07,72.3779983520508,1,5,0.723779983520508,1
1,3.63,111.593002319336,1,10,1.11593002319336,2
1,3.39,112.91300201416,1,5,1.1291300201416,1
1,2.61,84.7040023803711,0,5,0.8470400238037109,1
1,1.29,67.7880020141602,1,5,0.677880020141602,1
1,1.97,96.7969970703125,1,5,0.967969970703125,1
1,3.31,81.51499938964841,1,12,0.8151499938964841,2
1,3.68,94.6389999389648,1,12,0.946389999389648,2
1,4.05,96.4820022583008,0,10,0.9648200225830079,2
0,3.23,75.1129989624023,1,0,0.751129989624023,0
1,4.64,57.2120018005371,0,5,0.572120018005371,1
1,4.51,50.2560005187988,0,5,0.502560005187988,1
0,1.32,31.100000381469698,0,12,0.311000003814697,2
1,0.71,18.037000656127898,0,10,0.18037000656127897,2
1,1.18,12.022000312805199,1,10,0.12022000312805199,2
0,0.58,22.864999771118196,1,5,0.22864999771118197,1
1,1.44,38.3899993896484,1,0,0.383899993896484,0
1,0.56,19.2600002288818,0,5,0.19260000228881802,1
1,0.99,21.372999191284197,1,0,0.21372999191284198,0
0,1.48,7.8579998016357395,1,5,0.0785799980163574,1
0,1.46,35.1640014648438,1,0,0.35164001464843797,0
1,1.62,63.0060005187988,1,5,0.630060005187988,1
0,1.72,72.2249984741211,1,0,0.7222499847412109,0
0,1.32,74.6600036621094,1,5,0.7466000366210941,1
0,1.0,58.396999359130895,1,5,0.583969993591309,1
1,0.74,50.818000793457,1,5,0.5081800079345701,1
1,1.07,41.390998840331996,0,5,0.41390998840331994,1
1,1.1,39.54600143432621,1,0,0.39546001434326206,0
1,0.61,30.5820007324219,1,5,0.305820007324219,1
1,0.93,25.7280006408691,1,0,0.25728000640869103,0
1,1.3,26.6049995422363,1,5,0.266049995422363,1
1,0.7,16.5790004730225,1,5,0.165790004730225,1
0,1.27,19.054000854492198,1,0,0.19054000854492198,0
1,0.64,10.581000328063999,1,5,0.10581000328063998,1
0,0.64,19.5779991149902,0,5,0.195779991149902,1
1,0.73,10.9390001296997,0,12,0.109390001296997,2
0,0.54,9.42300033569336,1,5,0.0942300033569336,1
1,0.61,18.9370002746582,1,5,0.189370002746582,1
1,0.86,23.8020000457764,1,5,0.238020000457764,1
0,1.05,15.710000038147,1,8,0.15710000038146998,1
1,1.23,32.998001098632805,1,10,0.32998001098632807,2
0,0.67,32.199001312255895,0,12,0.3219900131225589,2
1,0.66,102.05599975585899,1,4,1.02055999755859,1
0,0.57,12.8500003814697,1,5,0.128500003814697,1
0,0.55,21.902000427246104,1,5,0.21902000427246104,1
1,2.34,41.3339996337891,0,0,0.413339996337891,0
1,1.31,42.310001373291,1,5,0.42310001373291,1
1,0.87,39.5110015869141,0,9,0.39511001586914096,2
1,0.71,16.632999420165998,0,0,0.16632999420165998,0
1,0.66,24.948999404907198,0,0,0.249489994049072,0
0,1.47,42.0900001525879,0,0,0.420900001525879,0
0,0.88,48.926998138427706,0,0,0.4892699813842771,0
1,0.86,14.522000312805199,0,10,0.145220003128052,2
1,0.82,49.6450004577637,1,12,0.496450004577637,2
0,0.69,56.8219985961914,1,5,0.568219985961914,1
0,0.61,15.6009998321533,0,8,0.156009998321533,1
0,1.01,43.0270004272461,1,0,0.430270004272461,0
1,1.5,43.507999420165994,1,5,0.43507999420165994,1
1,1.19,78.7210006713867,1,5,0.7872100067138671,1
1,1.56,52.734001159668,1,5,0.52734001159668,1
1,1.39,48.5579986572266,0,5,0.485579986572266,1
1,0.64,21.8920001983643,1,10,0.218920001983643,2
1,0.6,24.0659999847412,1,0,0.24065999984741202,0
1,0.82,26.426000595092802,1,10,0.264260005950928,2
1,1.19,56.6240005493164,0,5,0.566240005493164,1
1,0.93,35.0750007629395,0,5,0.350750007629395,1
1,1.1,29.577999114990202,1,5,0.295779991149902,1
0,1.47,21.340000152587898,1,0,0.21340000152587899,0
1,1.58,21.0090007781982,1,14,0.210090007781982,3
1,2.04,7.9380002021789595,1,0,0.07938000202178959,0
0,0.54,35.160999298095696,0,0,0.35160999298095696,0
1,0.72,10.060999870300302,1,0,0.10060999870300302,0
1,0.69,46.2560005187988,1,5,0.462560005187988,1
0,1.41,48.6049995422363,1,0,0.486049995422363,0
0,0.85,24.3780002593994,1,8,0.243780002593994,1
0,1.32,27.591999053955103,1,9,0.275919990539551,2
0,1.89,43.5309982299805,1,0,0.435309982299805,0
0,1.51,91.6449966430664,1,0,0.916449966430664,0
1,1.86,92.8679962158203,1,5,0.928679962158203,1
1,6.76,70.9010009765625,0,9,0.709010009765625,2
1,3.19,67.49600219726561,1,10,0.6749600219726561,2
1,6.32,27.4069995880127,0,0,0.274069995880127,0
1,2.4,57.159000396728494,0,11,0.571590003967285,2
1,0.88,19.618999481201197,1,8,0.19618999481201196,1
0,0.54,11.3009996414185,0,5,0.113009996414185,1
1,0.8,41.515998840331996,0,5,0.41515998840331997,1
0,0.74,13.116999626159698,1,10,0.13116999626159698,2
1,4.2,26.8330001831055,1,5,0.268330001831055,1
1,1.43,23.372999191284197,0,10,0.23372999191284197,2
1,2.69,2.8949999809265097,0,11,0.028949999809265096,2
0,0.74,4.5939998626709,0,0,0.045939998626709,0
1,0.63,42.220001220703104,1,0,0.422200012207031,0
1,0.83,60.3639984130859,0,4,0.6036399841308591,1
0,1.12,69.15499877929689,0,5,0.691549987792969,1
1,1.16,59.659000396728494,0,9,0.5965900039672849,2
0,0.93,57.2879981994629,1,5,0.572879981994629,1
1,1.22,56.2560005187988,1,10,0.562560005187988,2
0,1.09,16.7800006866455,0,5,0.16780000686645502,1
0,1.67,34.0900001525879,0,0,0.34090000152587896,0
1,1.09,33.167999267578104,1,5,0.331679992675781,1
1,0.97,12.0059995651245,1,7,0.12005999565124499,1
0,1.25,51.5149993896484,0,5,0.515149993896484,1
1,1.66,60.2939987182617,0,7,0.602939987182617,1
0,1.15,27.8110008239746,1,6,0.27811000823974596,1
1,1.15,44.91999816894529,1,0,0.4491999816894529,0
0,1.21,55.15299987792971,0,0,0.5515299987792971,0
1,1.64,66.2570037841797,1,5,0.662570037841797,1
0,1.74,51.1629981994629,0,0,0.511629981994629,0
0,1.08,49.5190010070801,1,0,0.495190010070801,0
0,1.09,19.136999130249,1,4,0.19136999130249,1
0,2.27,33.9949989318848,1,5,0.339949989318848,1
0,1.46,34.0670013427734,0,0,0.340670013427734,0
0,1.35,45.4070014953613,0,0,0.454070014953613,0
1,3.65,76.3030014038086,1,5,0.7630300140380859,1
0,1.18,55.5870018005371,1,0,0.5558700180053711,0
0,0.54,79.697998046875,1,0,0.79697998046875,0
0,1.01,92.0139999389648,0,6,0.920139999389648,1
1,1.5,76.6470031738281,1,8,0.766470031738281,1
1,1.63,78.8679962158203,0,5,0.788679962158203,1
1,0.76,62.326000213623,0,8,0.62326000213623,1
1,0.67,54.056999206543,1,5,0.54056999206543,1
1,1.14,16.997999191284197,1,5,0.16997999191284197,1
0,0.73,3.3800001144409197,1,0,0.033800001144409196,0
1,1.6,50.7169990539551,1,10,0.507169990539551,2
1,2.3,22.326000213623,0,11,0.22326000213623,2
0,0.61,59.925998687744105,1,0,0.5992599868774411,0
1,0.65,162.921005249023,0,5,1.6292100524902302,1
0,0.66,163.680999755859,0,0,1.6368099975585901,0
0,0.51,33.7449989318848,0,0,0.337449989318848,0
0,0.65,72.8649978637695,0,5,0.728649978637695,1
0,3.42,153.356994628906,0,5,1.53356994628906,1
0,2.82,213.714996337891,1,5,2.13714996337891,1
0,1.32,98.98999786376949,0,0,0.9898999786376949,0
0,1.89,93.1709976196289,1,0,0.931709976196289,0
0,1.37,85.3889999389648,0,0,0.853889999389648,0
0,1.38,70.6480026245117,0,5,0.7064800262451171,1
0,2.39,50.569000244140604,0,0,0.505690002441406,0
0,0.82,28.9969997406006,1,0,0.289969997406006,0
0,0.61,84.68499755859379,0,0,0.8468499755859379,0
0,2.97,75.0260009765625,0,0,0.750260009765625,0
0,1.11,11.237999916076697,0,0,0.11237999916076698,0
0,1.54,96.40899658203129,0,5,0.9640899658203129,1
0,1.19,103.41100311279301,1,0,1.03411003112793,0
0,2.37,49.298000335693395,1,0,0.4929800033569339,0
0,2.54,40.574001312255895,1,0,0.405740013122559,0
0,0.64,90.5490036010742,0,5,0.9054900360107421,1
0,1.95,114.900001525879,0,5,1.14900001525879,1
